Lat,Lng,Category,Name,Address,Website,Image,Zipcode,Phone Number,Visible,Description,Weight
39.28343,-76.75161,STORE,Montgomery Plaza Liquors ,"6225 Baltimore National Pike<br />Catonsville, MD",http://www.mpliquors.com/,http://siascotch.com/wp-content/uploads/2015/05/Montgomery_Plaza_Liquors-e1431635252998.jpg,21228,(410) 788-7200,YES,Montgomery Plaza Liquors has served the Catonsville and western Baltimore communities for over 40 years. Now serving SIA Scotch!,
38.93355,-77.08492,STORE,ACE Beverage,"3301 New Mexico Ave. NW<br />Washington, DC",http://acebevdc.com/,http://siascotch.com/wp-content/uploads/2015/05/acelogo-e1431636997646.jpg,20016,(202) 666-4444,YES,"Ace offers an extensive selection of wine, liquor, and beer in its retail shop in Wesley Heights, all at competitive prices. Buy a bottle of SIA Scotch Whisky today!",1
38.94277,-76.71704,DRINK,Rip's Country Inn,"3809 Crain Hwy<br />Bowie, MD",http://www.ripscountryinn.com/home.html,http://siascotch.com/wp-content/uploads/2015/05/10411912_698593696865722_4275007670650518596_n-e1431635656406.jpg,20716,(301) 805-5900,YES,"A casual restaurant, bar and wine & spirit shop serving comfort food with a kick. Now offering SIA Scotch Whisky!",2
38.53655,-76.98317,STORE,Colonial Liquors,"6400 Crain Hwy<br />La Plata, MD",http://www.yelp.com/biz/colonial-wine-and-cheese-la-plata?osq=colonial+liquors,http://siascotch.com/wp-content/uploads/2015/05/ls-e1432076436987.jpg,"Website
http://www.whiskyshopusa.com/
http://www.caskstore.com
http://www.beltramos.com/spirits/Sia-Sia-Blended-Scotch-Whisky-w4124448xz
https://www.sfwtc.com/spirits/Sia-Sia-Blended-Scotch-Whiskey-w9286657ab
http://www.royalliquors.net
http://www.capncork.net
http://www.yelp.com/biz/jacksons-wines-and-spirits-lafayette-2?nb=1
http://www.caskstore.com
http://www.blackwellswines.com
http://www.yelp.com/biz/maplewood-market-and-liquors-san-jose?nb=1
http://www.missionliquor.com
http://www.yelp.com/biz/avenue-liquor-store-coronado?nb=1
http://www.yelp.com/biz/sierra-market-chico?nb=1
http://www.yelp.com/biz/spikes-bottle-shop-chico?nb=1
http://www.yelp.com/biz/liquor-bank-paradise?nb=1
http://www.yelp.com/biz/the-wine-rack-san-jose-2?nb=1
http://www.yelp.com/biz/liquid-experience-san-francisco
http://www.weimax.com/
http://www.sonoma-glenellenmkt.com
http://www.ramirezliquor.com
http://www.yelp.com/biz/rays-liquor-chico
http://www.yelp.com/biz/a-b-c-market-chico
https://www.facebook.com/barrel2bottle
http://www.yelp.com/biz/17th-and-noe-market-san-francisco-3
http://centurywine.org
http://www.noevalleywinemerchants.com/
http://www.ludwigsfinewine.com/sku788528419770.html
http://www.site.boyntonliquors.com/
http://www.lunardis.com/danville.html‎
http://www.yelp.com/biz/pay-n-save-grocery-san-francisco
http://www.draegers.com
http://www.yelp.com/biz/guerrero-hill-market-san-francisco
http://www.yelp.com/biz/liquor-royale-los-angeles#query:Royal%20Liquor
http://newstarell.com/
http://www.yelp.com/biz/newell-liquors-walnut-creek
http://www.ramirezliquor.com
http://www.yelp.com/biz/save-more-market-san-francisco
http://www.winehouse.com
http://www.vendometolucalake.com
http://www.binnys.com/location/chicago+-+south+loop
http://www.sunshinefoodsmarket.com/
http://dandm.com/
http://www.yelp.com/biz_photos/broadway-liquors-oakland
http://caskstore.com
http://www.kingsbeverageco.com
http://www.molliestones.com
http://vicentefoods.com
http://www.yelp.com/biz/dannys-buy-low-chicago
http://www.kenwoodliquors.biz/
http://www.mccsmcrd.com/Shopping/Exchange/index.html
Vendome Wine & Spirits
http://www.yelp.com/biz/beach-front-liquor-san-clemente
http://www.marianos.com/
http://www.grassrootsbarrington.com/general-store.html
http://www.marianos.com
http://www.yelp.com/biz/esplanade-wine-and-spirits-arlington-heights
http://www.binnys.com/location/chicago+-+lincoln+park
hhttp://www.bittersandbottles.com
http://www.sousasdiscountliquor.com
http://www.yelp.com/biz/express-liquors-market-pleasanton
http://www.corknbottleliquors.com
http://www.yelp.com/biz/84-market-livermore-2
http://www.yelp.com/biz/downer-square-bottle-shop-san-jose
http://www.oliversmarket.com/index.php/stony_point_store
http://www.oliversmarket.com/index.php/montecito_store
http://www.oliversmarket.com/index.php/cotati_store
http://www.goldeaglewine.com
http://www.lunardis.com/burlingame.html
http://www.lunardis.com/los-gatos.html
http://www.marianos.com/storelocator
http://www.lunardis.com/san-jose-meridian.html
http://www.lunardis.com/san-jose-bascom.html
http://www.marianos.com/storelocator
http://www.lunardis.com/walnut-creek.html
http://www.marianos.com/storelocator
http://www.marianos.com/storelocator
http://www.marianos.com/storelocator
http://www.marianos.com/storelocator
http://www.marianos.com/storelocator
http://www.marianos.com
http://www.yelp.com/biz/hilltop-liquor-huntington-beach
http://www.ledgersliquors.com
http://www.yelp.com/biz/liquor-warehouse-huntington-beach
http://www.wallywine.com
http://www.marianos.com
http://www.marianos.com
https://www.millvalleymarket.com
http://www.oaksliquors.com
http://villagecommonsmarket.com
http://www.yelp.com/biz/jeres-liquors-camarillo
http://www.goldeaglewine.com
http://www.lopezliquors.com
http://www.vintagegrocers.com
http://www.finespirits.net/
http://www.binnys.com/
http://www.wholefoodsmarket.com/stores/northbrook
http://www.yelp.com/biz/crown-liquors-oakland?osq=crown+wine+%26+Spirits
http://www.yelp.com/biz/new-grand-lake-market-oakland
http://www.wholefoodsmarket.com/stores/naperville
http://www.potashmarkets.com/
http://www.usaveliquors.com/newsite/index.html
http://www.bestbeverage.com/
http://www.yelp.com/biz/plaza-market-pleasanton
http://www.yelp.com/biz/canyon-crest-liquor-riverside
http://www.yelp.com/biz/stearns-liquor-bixby-long-beach
http://www.marianos.com/
http://www.wineonbroadway.com/
http://www.marianos.com/
http://www.ezras.com/products/sia-blended-scotch-whisky
www.lebeaumarket.com
http://www.biggameliquors.com
www.sfcoitliquor.com
www.marianos.com
www.pantryliquors2.com
https://plus.google.com/107084924702508809860/about?gl=us&hl=en
www.crownwineandspirits.com
www.coquisliquors.com
https://plus.google.com/105623210289941402200/about?gl=us&hl=en
https://plus.google.com/107758637499788347096/about?gl=us&hl=en
http://www.aficionadosbrickell.com/
https://www.bestbuyliquor.com/
https://www.bestbuyliquor.com/
https://www.bestbuyliquor.com/
http://www.yelp.com/biz/renos-liquor-store-san-francisco
http://www.surfsuper.com/Home.html
http://www.yelp.com/biz/all-states-best-foods-san-francisco
http://www.marianos.com/storelocator
http://www.armanetti.com/home.php
http://www.chevychasewine.com/
http://www.jimmiespaddock.com/
http://www.yelp.com/biz/university-liquor-hyattsville
http://www.mpliquors.com/
http://acebevdc.com/
http://www.yelp.com/biz/colonial-wine-and-cheese-la-plata?osq=colonial+liquors
http://www.yelp.com/biz/seven-courts-liquor-nottingham
http://friendshipwineandliquor.com/
http://www.dulaneywinesandspirits.com/
http://modernliquors.com/
http://www.liquorpump.com/
http://www.jimsbottleworks.com/
http://cellar.com/
http://www.yelp.com/biz/liquor-outlet-parkville
http://www.yelp.com/biz/ladys-liquor-la-plata
http://www.gallaghergraham.com/
http://www.5oclockwinesandspirits.com/
http://www.neallswineandspirits.com/
http://www.yelp.com/biz/rosewick-wine-and-spirits-la-plata
http://www.yelp.com/biz/old-orchard-liquors-hagerstown
http://www.yelp.com/biz/riverside-liquors-frederick
http://www.yelp.com/biz/shoppers-discount-liquors-windsor-mill
http://www.frankswine.com/
http://wellswine.nrostores.com/
http://www.winebinec.com/
http://www.dugansliquors.com/
http://www.highlandwineandspirits.com/Default.aspx
http://www.yelp.com/biz/a-1-wine-and-liquor-washington
http://www.yelp.com/biz/batch-13-washington
http://www.binnys.com/
http://kegnbottle.com/
https://www.facebook.com/djliquors
http://www.yelp.com/biz/i-m-wine-fulton
http://www.yelp.com/biz/the-liquor-store-waldorf-2
https://www.sfroomservice.com/
http://www.statelineliquors.com/
https://robertburnswines.com/
http://www.wholefoodsmarket.com/stores/elmhurst
http://www.swansongspiritswinebeer.com/
http://www.kingliquors.com/
http://www.yelp.com/biz/milford-discount-liquors-milford
http://www.yelp.com/biz/dover-liquor-warehouse-dover
http://www.rightbottle.com/
http://capewineandspirits.com/
http://www.yelp.com/biz/tri-state-liquors-brunswick
http://www.yelp.com/biz/midway-discount-liquor-warehouse-harrington
https://www.facebook.com/The-Grog-Shop-250848105101344/timeline/
http://www.yelp.com/biz/idaho-market-san-diego
http://www.yelp.com/biz/folsom-wines-and-spirits-folsom
https://www.missionliquor.com/
http://www.yelp.com/biz/la-mesa-wine-and-spirits-la-mesa-2
http://www.houseofspiritsmonrovia.com/
https://www.missionliquor.com/
http://www.yelp.com/biz/egg-market-vista
http://www.yelp.com/biz/highway-liquor-san-marcos-2
http://www.yelp.com/biz/parkway-markets-la-mesa
http://sdwinebank.com/
http://www.barkeepersilverlake.com/
http://www.yelp.com/biz/roco-spirits-and-wine-west-sacramento
http://www.yelp.com/biz/tunnel-wine-and-spirits-washington
http://www.thecheeseshopinc.com/
http://www.worldfamouskellysliquors.com/
http://craftbrewednashville.com/
http://www.redspirits.com/
http://westmeadewines.com/
http://www.reddogwineandspirits.com/
http://www.yelp.com/biz/holiday-wines-and-liquors-franklin
http://bayholiquor.com/
http://www.franklinwines.com/
http://www.bellemeadewineandspirits.com/
http://www.thewinechap.com/
http://www.yelp.com/biz/melrose-wines-and-spirits-nashville
http://www.napacabs.com/
http://www.bottleshop-mcewen.com/
http://www.moonwineandspirits.com/
http://m.mainstreethub.com/iroquoiswineandspirits
http://www.worldfamouskellysliquors.com/






























































































20646





",(305) 233-6535,YES,Looking to buy a bottle of SIA Scotch Whisky? Look no further! Now available at Colonial Liquors,
39.39943,-76.48268,STORE,7 Courts Liquors ,"4130 E Joppa Rd #106<br /> Nottingham, MD",http://www.yelp.com/biz/seven-courts-liquor-nottingham,http://siascotch.com/wp-content/uploads/2015/05/7courtsliquor_store_dc_SIAScotch-e1431982789567.jpg,21236,(410) 529-6818,YES,"From Yelp:""Best liquor store in Perry Hall, no question... knowledgable staff"". Now selling SIA Scotch Whisky",
39.46449,-76.31063,STORE,Friendship Wine & Liquor,"3502-A Woodsdale Road<br /> Abingdon, MD",http://friendshipwineandliquor.com/,http://siascotch.com/wp-content/uploads/2015/05/pYOIJHh5-e1431975524534.png,21009,(410) 569-9463,YES,Buy a bottle of SIA Scotch at Friendship Wine & Liquor today! Fantastic store! Friendship's staff is top notch for customer service!! ,2
39.40526,-76.60253,STORE,Dulaney Wines and Spirits,"824 Dulaney Valley Rd<br />Towson, MD",http://www.dulaneywinesandspirits.com/,http://siascotch.com/wp-content/uploads/2015/05/2013-08-16-19.54.291-m45x69uea4z4evr2hffx0nh4fo6hdmn1dvspxpzhcg-e1431977879549.jpg,21204,"(410) 828-6565
",YES,"One best stop for all your beers,wines and Spirits. They have friendly employees who will help you to make your visit a pleasant one! Now selling SIA Scotch!!",
38.90591,-77.02420,STORE,Modern Liquors,"1200 9th St NW<br />Washington, DC",http://modernliquors.com/,http://siascotch.com/wp-content/uploads/2015/05/ModernLiquors_store_dc_SIAScotch-e1431979272160.jpg,20001,(202) 289-1414,YES,"Modern Liquors offers a great selection of beer, wine, and liquor. Now selling SIA Scotch Whisky!",2
39.39004,-76.54346,STORE,Liquor Pump,"8535 Old Harford Road<br />Parkville, MD ",http://www.liquorpump.com/,http://siascotch.com/wp-content/uploads/2015/05/LiquorPump_store_parkville_SIAScotch.jpg,21234,(410) 668-1820,YES,"You will always find exceptional customer service from their knowledgeable, courteous and helpful staff. Now selling SIA! ",
39.57894,-76.34049,STORE,Jim's BottleWorks,"2227 Conowingo Rd<br /> Bel Air, MD",http://www.jimsbottleworks.com/,http://siascotch.com/wp-content/uploads/2015/05/ba71124262d44e9665e7372252bf8b11-e1431978231592.jpg,21015,(410) 638-7766,YES,"Located in North Bel Air, Jim's BottleWorks is Harford County's newest destination for all of your alcoholic beverage needs. Now selling SIA Scotch Whisky!",
38.89465,-77.00135,STORE,Schneider's of Capitol Hill,"300 Massachusetts Ave NE<br />Washington, DC ",http://cellar.com/,http://siascotch.com/wp-content/uploads/2015/05/url-e1431982449874.jpg,20002,(202) 543-9300,YES,"Venerable, family-run operation offering a vast array of wine, spirits & beer, plus weekly tastings.  <strong><a href=""http://cellar.com/spirit_details/147510/sia-blended-scotch""> Now selling SIA Scotch online.</a>",10
39.39914,-76.54479,STORE,Liquor Outlet,"1967 E Joppa Rd<br /> Parkville, MD 
",http://www.yelp.com/biz/liquor-outlet-parkville,http://siascotch.com/wp-content/uploads/2015/05/liquoroutlet_store_parkville_SIAScotch-e1431979871922.jpg,21234,(410) 882-0771,YES,SIA Scotch Whisky just arrived at Liquor Outlet in Parkville! Go grab a bottle today!,2
38.53376,-76.98290,STORE,Lady's Liquor,"6470 Crain Hwy<br />La Plata, MD",http://www.yelp.com/biz/ladys-liquor-la-plata,http://siascotch.com/wp-content/uploads/2015/05/ladysliquor_store_laplate_SIAScotch-e1431981021931.jpg,20646,(301) 392-0090,YES,SIA Scotch is here!! Now you can purchase SIA at Lady's Liquor. ,
38.91663,-77.02777,STORE,Gallagher & Graham Fine Spirits ,"1939 12th St NW<br />Washington, DC",http://www.gallaghergraham.com/,http://siascotch.com/wp-content/uploads/2015/05/gallagherandGraham_store_dc_SIAScotch-e1431981738822.jpg,20009,(202) 249-2299,YES,"A boutique liquor store located that focus in on high quality small batch liquors, artisanal wines and craft beers. Now serving SIA Scotch Whisky!!",5
37.76841,-122.41983,DRINK,Armory Club,"1799 Mission St San Francisco, CA",http://www.armoryclub.com/,http://siascotch.com/wp-content/uploads/2015/05/364_1sf_armory_club_bar-e1431984077783.jpg,94103,(415)431-5300,YES,A chic and edgy barroom invites you to wind down at the amber lit bar or melt into a vintage sofa for a long night of revelry and excess! Great place to enjoy a SIA Scotch cocktail!,6
39.43482,-76.77952,STORE,5 O'Clock Wines and Spirits ,"11299 Owings Mills Blvd<br />Owings Mills, MD",http://www.5oclockwinesandspirits.com/,http://siascotch.com/wp-content/uploads/2015/05/5oclock_store_DC_SIAScotch-e1431983531788.jpg,21117,(443) 352-8646,YES,Great store to purchase your favorite SIA Scotch Whisky!,
38.69050,-76.63916,STORE,Neall's Wine & Spirits,"2001 Chaneyville Rd<br />Owings, MD",http://www.neallswineandspirits.com/,http://siascotch.com/wp-content/uploads/2015/07/1553184_440410162753423_1088534203_o-e1436214722242.jpg,20736,(301) 327-5269,YES,Neall's Wine & Spirits is your premiere shop in Owings. Great selection of wines and spirits including your favorite SIA Scotch! ,
38.55601,-76.98314,STORE,Rosewick Wine & Spirits,"206 Rosewick Rd<br />La Plata, MD",http://www.yelp.com/biz/rosewick-wine-and-spirits-la-plata,http://siascotch.com/wp-content/uploads/2015/07/1014062_1482949875250399_427443848764545498_n.jpg,20646,(301) 392-9463,YES,"Rosewick Wine & Spirits has the largest selection of microbrews, domestic and imported beer, wine and the whiskies. Get a bottle of SIA today! 
",
39.62055,-77.75837,STORE,Old Orchard Liquors,"17619 Virginia Ave<br />Hagerstown, MD",http://www.yelp.com/biz/old-orchard-liquors-hagerstown,http://siascotch.com/wp-content/uploads/2015/07/OldOrchardLiquors_hagerstown_SIA_Scotch-e1436218347596.jpg,21740,(301) 739-0757,YES,"Located inside the Old Orchard Shopping Center in Hagerstown, Old Orchard Liquors is now selling SIA Scotch Whisky. Buy a bottle today!",
39.44738,-77.38620,STORE,Riverside Liquors,"1299 Riverbend Way<br />Frederick, MD",http://www.yelp.com/biz/riverside-liquors-frederick,http://siascotch.com/wp-content/uploads/2015/07/RiversideLiquors_frederick_store_SIA_Scotch-e1436220371247.jpg,21701,(301) 624-1742,YES,"From Yelp: ""They also never close during snow storms- the owner has a plow and he says the store is open no matter what. Can't really beat that."" Now serving SIA Scotch!! ",
39.35248,-76.75595,STORE,Shopper's Discount Liquors,"8017 Liberty Rd<br />Windsor Mill, MD",http://www.yelp.com/biz/shoppers-discount-liquors-windsor-mill,http://siascotch.com/wp-content/uploads/2015/07/shoppersdiscountliquors_windsor_store_SIA_Scotch-e1436221338549.jpg,21244,(410) 922-4300,YES,"If you're looking for a specialty liquor or wine this is the place you must visit. Great selection of craft beers, wine and spirits. Now selling SIA Scotch Whisky.",
39.75665,-75.56748,STORE,Franks Wine ,"1206 N Union St<br />Wilmington, DE",http://www.frankswine.com/,http://siascotch.com/wp-content/uploads/2015/07/Frankswine_wilmington_store_SIA_Scotch-e1436225995124.jpg,19806,(302) 429-1978,YES,"East Coast's leading wine merchant with an unrivaled selection of top-rated, hard-to-find, cult-status wines for special occasions and a great selections of spirits. Now selling SIA Scotch Whisky! ",
37.79521	,-122.27050,DRINK,Chop Bar,"247 4th St #111<br />OAKLAND, CA",http://www.oaklandchopbar.com/,http://siascotch.com/wp-content/uploads/2015/07/chopbar_oakland_bar_SIA_Scotch-e1436227924888.jpg,94607,(510) 834-2467,YES,"Chop Bar is a neighborhood favorite near Oakland's Jack London Square, serving breakfast, weekend brunch, lunch and dinner. Great Bar to order a SIA Scotch cocktail!",5
39.37172,-76.61037,STORE,Wells Discount Liquors,"6310 York Rd<br /> Baltimore, MD",http://wellswine.nrostores.com/,http://siascotch.com/wp-content/uploads/2015/07/wellsdiscountsliquor_baltimore_SIA_Scotch.jpg,21212,(410) 435-2700,YES,"Wells has been serving Baltimore since July of 1937; Wells has one of the largest inventories of wine, spirits and beer in the state! Grab a bottle of SIA today!",
